cycle_no,timestamp,motor_id,rpm,temperature_C,vibration_mm_s,current_A,voltage_V,power_W,torque_Nm,failure
2858,2025-01-03 07:37:00,BLM_02,2876.0,69.356,4.0074,10.09,45.95,550.59,1.71,0
2859,2025-01-03 07:38:00,BLM_02,3030.0,61.617999999999995,3.3077,14.44,49.46,545.41,1.92,0
2860,2025-01-03 07:39:00,BLM_02,2577.0,68.17,2.958,15.45,48.74,493.32,1.73,0
2861,2025-01-03 07:40:00,BLM_01,3313.0,66.642,3.2683,9.18,44.36,565.53,1.17,0
2862,2025-01-03 07:41:00,BLM_02,2872.0,64.654,3.7286,12.86,51.86,544.46,1.7,0
2863,2025-01-03 07:42:00,BLM_02,2831.0,76.416,3.9688999999999997,13.34,50.05,530.57,1.51,0
2864,2025-01-03 07:43:00,BLM_01,2963.0,62.988,3.5392,12.44,51.69,549.41,1.88,0
2865,2025-01-03 07:44:00,BLM_02,3025.0,72.02000000000001,3.2995,14.83,50.62,533.81,1.73,0
2866,2025-01-03 07:45:00,BLM_01,2864.0,61.342,4.2598,9.58,48.87,484.88,1.61,0
2867,2025-01-03 07:46:00,BLM_01,3176.0,70.47399999999999,2.9201,10.99,50.7,579.56,1.77,0
2868,2025-01-03 07:47:00,BLM_03,3072.0,72.596,3.0704000000000002,12.19,44.66,634.23,1.69,0
2869,2025-01-03 07:48:00,BLM_03,2849.0,72.608,4.620699999999999,13.66,52.96,562.48,2.06,1
2870,2025-01-03 07:49:00,BLM_03,2906.0,71.30999999999999,3.2910000000000004,14.17,49.86,563.29,1.94,0
2871,2025-01-03 07:50:00,BLM_03,2727.0,69.072,3.8213,9.83,43.12,617.48,2.23,0
2872,2025-01-03 07:51:00,BLM_02,2774.0,63.294,2.7416,8.8,44.26,635.64,1.98,0
2873,2025-01-03 07:52:00,BLM_03,3070.0,63.376000000000005,4.0619000000000005,13.4,48.72,542.09,1.92,0
2874,2025-01-03 07:53:00,BLM_01,2851.0,72.83800000000001,2.5522,12.21,45.78,517.5,1.95,0
2875,2025-01-03 07:54:00,BLM_02,3325.0,61.92,2.5025,12.3,49.3,569.64,1.98,0
2876,2025-01-03 07:55:00,BLM_03,3013.0,60.322,3.9828,13.45,45.54,557.09,1.35,0
2877,2025-01-03 07:56:00,BLM_01,2756.0,80.76400000000001,3.1131,10.54,44.82,593.48,1.93,0
2878,2025-01-03 07:57:00,BLM_02,2794.0,68.936,3.1934,11.57,46.65,550.17,1.4,0
2879,2025-01-03 07:58:00,BLM_02,3190.0,75.208,3.6636999999999995,12.94,56.17,553.45,1.32,0
2880,2025-01-03 07:59:00,BLM_03,2986.0,76.87,3.1639999999999997,10.29,45.26,506.79,1.52,0
2881,2025-01-03 08:00:00,BLM_02,3179.0,71.122,2.6343,11.02,51.14,595.96,1.86,0
2882,2025-01-03 08:01:00,BLM_01,2934.0,68.124,2.9646,12.19,46.11,521.41,1.47,0
2883,2025-01-03 08:02:00,BLM_02,2899.0,68.246,2.6849,12.94,47.78,496.3,1.93,0
2884,2025-01-03 08:03:00,BLM_01,3202.0,82.028,4.1752,9.4,48.31,430.64,2.21,0
2885,2025-01-03 08:04:00,BLM_02,2845.0,66.86,4.2055,13.2,47.84,545.45,1.72,0
2886,2025-01-03 08:05:00,BLM_03,3088.0,72.012,2.7758000000000003,12.79,48.14,518.03,1.85,0
2887,2025-01-03 08:06:00,BLM_01,2962.0,75.514,3.6661,10.48,48.85,539.48,1.62,0
2888,2025-01-03 08:07:00,BLM_02,3158.0,72.526,3.1764,16.05,44.27,528.01,1.49,1
2889,2025-01-03 08:08:00,BLM_02,3327.0,78.36800000000001,4.3867,10.29,47.67,533.56,1.75,0
2890,2025-01-03 08:09:00,BLM_02,2929.0,68.07,5.027,13.32,47.86,512.94,1.61,1
2891,2025-01-03 08:10:00,BLM_01,2902.0,75.49199999999999,3.8773,12.5,49.39,516.34,1.68,0
2892,2025-01-03 08:11:00,BLM_01,3120.0,58.224,3.0076,11.26,47.3,507.29,1.62,0
2893,2025-01-03 08:12:00,BLM_01,2805.0,80.21600000000001,2.5579,12.16,49.32,541.15,1.47,0
2894,2025-01-03 08:13:00,BLM_03,3291.0,78.648,3.5382,12.96,46.37,498.47,1.77,0
2895,2025-01-03 08:14:00,BLM_03,3260.0,68.66,3.2585,17.14,46.62,606.6,1.32,1
2896,2025-01-03 08:15:00,BLM_01,2820.0,73.862,2.3588,9.39,48.78,549.59,1.93,0
2897,2025-01-03 08:16:00,BLM_02,2715.0,77.03399999999999,3.4291,7.12,45.43,480.91,1.38,0
2898,2025-01-03 08:17:00,BLM_03,2791.0,63.536,4.8494,10.18,46.59,559.89,1.65,1
2899,2025-01-03 08:18:00,BLM_01,2794.0,69.788,3.9297,11.95,46.76,509.58,2.09,0
2900,2025-01-03 08:19:00,BLM_02,3144.0,61.66,2.5599999999999996,13.2,46.9,597.02,1.98,0
2901,2025-01-03 08:20:00,BLM_03,3279.0,78.772,3.3603000000000005,12.17,48.14,522.41,1.8,0
2902,2025-01-03 08:21:00,BLM_02,3142.0,76.56400000000001,3.6306,11.73,45.77,612.7,2.35,0
2903,2025-01-03 08:22:00,BLM_02,2957.0,68.836,3.7108999999999996,14.77,49.56,594.99,1.82,0
2904,2025-01-03 08:23:00,BLM_02,3062.0,68.02799999999999,2.2212,10.58,47.32,713.81,2.06,0
2905,2025-01-03 08:24:00,BLM_02,2843.0,69.77,3.2915,14.99,49.01,554.39,1.64,0
2906,2025-01-03 08:25:00,BLM_03,3197.0,64.532,3.5518,13.12,44.93,581.03,1.08,0
2907,2025-01-03 08:26:00,BLM_03,3078.0,69.594,3.2421,14.7,40.85,550.57,1.86,0
2908,2025-01-03 08:27:00,BLM_03,3139.0,63.556000000000004,2.0224,10.3,50.36,553.83,1.91,0
2909,2025-01-03 08:28:00,BLM_01,2869.0,77.108,3.2627,11.37,48.52,605.48,1.9,0
2910,2025-01-03 08:29:00,BLM_03,2970.0,78.77999999999999,3.923,9.37,49.37,584.76,1.44,0
2911,2025-01-03 08:30:00,BLM_02,3131.0,77.44200000000001,2.9733,12.54,51.29,545.86,2.54,0
2912,2025-01-03 08:31:00,BLM_03,3260.0,62.464,3.0436,12.58,45.65,609.44,1.52,0
2913,2025-01-03 08:32:00,BLM_02,2891.0,69.366,4.3539,15.62,43.48,595.06,1.83,0
2914,2025-01-03 08:33:00,BLM_01,3140.0,74.918,3.2342,12.15,50.45,620.05,1.86,0
2915,2025-01-03 08:34:00,BLM_02,2872.0,76.21,3.4545,9.27,49.63,604.91,2.0,0
2916,2025-01-03 08:35:00,BLM_02,3381.0,57.962,2.0648,13.7,50.76,534.1,1.63,0
2917,2025-01-03 08:36:00,BLM_02,2925.0,76.01400000000001,2.6351,10.36,52.15,529.28,1.93,0
2918,2025-01-03 08:37:00,BLM_01,3116.0,62.135999999999996,4.9054,9.71,45.07,530.85,2.2,1
2919,2025-01-03 08:38:00,BLM_03,3030.0,69.758,4.5357,13.26,50.34,585.14,1.69,1
2920,2025-01-03 08:39:00,BLM_03,3469.0,79.64,3.706,10.62,47.37,610.43,1.67,0
2921,2025-01-03 08:40:00,BLM_01,3041.0,78.692,1.7763,10.92,50.42,597.62,1.55,0
2922,2025-01-03 08:41:00,BLM_02,2907.0,80.124,2.4466,14.52,52.59,485.74,1.86,0
2923,2025-01-03 08:42:00,BLM_03,3115.0,63.385999999999996,2.4269,12.92,48.07,517.85,1.58,0
2924,2025-01-03 08:43:00,BLM_01,3111.0,65.108,2.4172000000000002,13.07,46.14,580.75,1.97,0
2925,2025-01-03 08:44:00,BLM_03,2972.0,66.91,3.1075,9.52,44.61,605.3,1.68,0
2926,2025-01-03 08:45:00,BLM_01,2803.0,69.822,3.9278,13.27,42.37,563.86,1.74,0
2927,2025-01-03 08:46:00,BLM_02,2905.0,72.374,2.9381000000000004,11.5,51.63,618.76,1.55,0
2928,2025-01-03 08:47:00,BLM_03,3159.0,79.79599999999999,3.1584,11.2,51.79,464.92,2.34,0
2929,2025-01-03 08:48:00,BLM_01,2685.0,64.358,3.1586999999999996,12.74,50.53,540.58,1.83,0
2930,2025-01-03 08:49:00,BLM_03,2955.0,66.46000000000001,4.009,12.01,47.25,613.77,1.51,0
2931,2025-01-03 08:50:00,BLM_03,3179.0,80.832,4.0093,9.37,49.97,565.26,1.87,0
2932,2025-01-03 08:51:00,BLM_03,2983.0,62.754000000000005,3.4896,13.71,48.76,513.77,1.38,0
2933,2025-01-03 08:52:00,BLM_03,3391.0,75.956,4.2699,13.89,45.1,585.54,1.64,0
2934,2025-01-03 08:53:00,BLM_01,2686.0,70.24799999999999,3.1102,10.94,50.87,556.18,1.91,0
2935,2025-01-03 08:54:00,BLM_02,2827.0,73.59,4.6005,13.1,49.27,529.21,1.93,1
2936,2025-01-03 08:55:00,BLM_01,2583.0,65.19200000000001,2.9608,13.64,49.84,479.28,2.02,0
2937,2025-01-03 08:56:00,BLM_01,3359.0,75.824,2.0011,8.64,48.82,581.33,2.13,0
2938,2025-01-03 08:57:00,BLM_01,2830.0,66.296,2.5014000000000003,11.07,48.33,501.1,1.76,0
2939,2025-01-03 08:58:00,BLM_02,2642.0,60.938,2.4317,8.08,48.88,646.4,2.02,0
2940,2025-01-03 08:59:00,BLM_03,2890.0,74.24,2.862,13.14,47.29,469.79,2.0,0
2941,2025-01-03 09:00:00,BLM_03,2749.0,53.361999999999995,4.1723,12.8,49.52,552.47,2.01,0
2942,2025-01-03 09:01:00,BLM_03,2891.0,66.904,3.0726,10.82,52.88,583.82,1.43,0
2943,2025-01-03 09:02:00,BLM_02,3007.0,72.926,2.4329,11.73,49.16,504.23,1.86,0
2944,2025-01-03 09:03:00,BLM_03,3145.0,76.188,2.3632,11.34,50.79,518.07,1.73,0
2945,2025-01-03 09:04:00,BLM_02,2969.0,79.48,3.3434999999999997,8.33,45.05,588.26,2.13,0
2946,2025-01-03 09:05:00,BLM_03,3005.0,83.332,4.453799999999999,14.34,50.03,507.22,1.83,0
2947,2025-01-03 09:06:00,BLM_03,2895.0,81.194,3.5341,12.46,49.27,636.43,1.7,0
2948,2025-01-03 09:07:00,BLM_01,2728.0,72.236,4.0444,11.74,50.69,552.5,1.72,0
2949,2025-01-03 09:08:00,BLM_02,2668.0,78.77799999999999,3.6647,11.75,46.94,531.12,1.71,0
2950,2025-01-03 09:09:00,BLM_01,2934.0,72.13000000000001,2.315,13.27,50.46,623.0,1.84,0
2951,2025-01-03 09:10:00,BLM_01,3015.0,75.702,3.8053,9.14,46.2,502.36,1.88,0
2952,2025-01-03 09:11:00,BLM_01,2921.0,66.704,2.5856,10.42,50.85,627.84,1.75,0
2953,2025-01-03 09:12:00,BLM_02,2674.0,74.13600000000001,3.0959,12.38,51.02,505.79,1.72,0
2954,2025-01-03 09:13:00,BLM_02,3036.0,67.598,2.8762,14.01,45.24,606.68,1.56,0
2955,2025-01-03 09:14:00,BLM_03,3293.0,69.7,3.3165,7.66,48.91,633.9,2.16,0
2956,2025-01-03 09:15:00,BLM_01,2979.0,74.172,3.2168,13.79,47.45,545.32,1.73,0
2957,2025-01-03 09:16:00,BLM_03,2896.0,85.554,3.1170999999999998,10.73,49.22,545.18,1.86,1
2958,2025-01-03 09:17:00,BLM_01,2989.0,73.676,3.1974,11.48,48.1,537.17,1.9,0
2959,2025-01-03 09:18:00,BLM_02,2801.0,70.83800000000001,3.5777,12.06,47.44,514.81,1.87,0
2960,2025-01-03 09:19:00,BLM_02,2790.0,65.1,3.198,10.01,46.55,553.82,1.68,0
2961,2025-01-03 09:20:00,BLM_02,3081.0,77.192,3.2683,9.77,51.6,590.8,1.95,0
2962,2025-01-03 09:21:00,BLM_01,3178.0,68.574,4.7786,12.37,46.15,576.46,2.16,1
2963,2025-01-03 09:22:00,BLM_02,2974.0,73.546,4.1189,15.41,46.64,572.89,1.97,0
2964,2025-01-03 09:23:00,BLM_01,2645.0,75.838,3.0392,10.3,44.86,516.99,1.91,0
2965,2025-01-03 09:24:00,BLM_03,3064.0,79.78,3.4595,10.28,50.14,501.51,1.96,0
2966,2025-01-03 09:25:00,BLM_01,3372.0,76.83200000000001,3.4097999999999997,9.8,50.59,629.55,1.82,0
2967,2025-01-03 09:26:00,BLM_03,2956.0,62.373999999999995,3.4501,11.59,48.98,489.93,1.73,0
2968,2025-01-03 09:27:00,BLM_01,2968.0,58.916,3.3804000000000003,10.23,46.07,543.17,2.28,0
2969,2025-01-03 09:28:00,BLM_03,2843.0,75.848,3.4507000000000003,10.27,43.74,583.85,2.18,0
2970,2025-01-03 09:29:00,BLM_02,3087.0,71.53999999999999,3.211,12.38,49.4,618.45,1.68,0
2971,2025-01-03 09:30:00,BLM_03,2879.0,73.68199999999999,2.9612999999999996,9.4,50.25,550.96,2.08,0
2972,2025-01-03 09:31:00,BLM_02,3184.0,82.98400000000001,3.1216,14.92,46.73,562.35,1.92,0
2973,2025-01-03 09:32:00,BLM_02,2882.0,66.626,2.1719,9.88,48.19,528.74,1.83,0
2974,2025-01-03 09:33:00,BLM_03,3062.0,79.988,3.8822,14.04,44.07,627.89,2.18,0
2975,2025-01-03 09:34:00,BLM_01,2992.0,66.7,3.7325,15.55,46.02,611.75,1.83,0
2976,2025-01-03 09:35:00,BLM_01,3280.0,81.91199999999999,4.8028,14.16,48.97,504.98,1.86,1
2977,2025-01-03 09:36:00,BLM_01,3074.0,76.20400000000001,2.5530999999999997,13.93,47.74,579.53,1.92,0
2978,2025-01-03 09:37:00,BLM_01,3250.0,60.406000000000006,3.1134000000000004,13.43,48.47,544.78,1.49,0
2979,2025-01-03 09:38:00,BLM_01,3020.0,68.038,4.213699999999999,12.38,50.85,564.06,1.87,0
2980,2025-01-03 09:39:00,BLM_02,2969.0,84.36999999999999,3.644,14.12,44.89,513.94,1.45,0
2981,2025-01-03 09:40:00,BLM_01,2993.0,83.492,4.5343,11.53,48.51,462.06,1.95,1
2982,2025-01-03 09:41:00,BLM_02,2861.0,75.194,4.4246,13.56,46.3,500.11,1.94,0
2983,2025-01-03 09:42:00,BLM_02,3096.0,73.446,1.6949,13.99,47.56,525.0,2.09,0
2984,2025-01-03 09:43:00,BLM_02,2876.0,72.64800000000001,3.5752,12.92,48.73,527.56,1.96,0
2985,2025-01-03 09:44:00,BLM_03,3020.0,74.03,3.5755,11.52,44.84,444.54,2.44,0
2986,2025-01-03 09:45:00,BLM_03,3154.0,69.982,3.3758,12.88,46.37,564.01,1.45,0
2987,2025-01-03 09:46:00,BLM_02,3285.0,79.45400000000001,3.0961000000000003,11.34,46.97,486.58,1.8,0
2988,2025-01-03 09:47:00,BLM_03,3029.0,75.016,4.4864,11.02,48.99,548.24,2.06,0
2989,2025-01-03 09:48:00,BLM_01,3155.0,64.218,3.3767,13.42,50.75,496.73,2.09,0
2990,2025-01-03 09:49:00,BLM_01,3134.0,75.56,1.197,12.26,43.82,469.48,1.66,0
2991,2025-01-03 09:50:00,BLM_02,2931.0,72.132,3.0873,13.4,46.33,547.76,2.1,0
2992,2025-01-03 09:51:00,BLM_01,3379.0,68.794,4.8476,12.27,47.63,540.98,1.43,1
2993,2025-01-03 09:52:00,BLM_02,2896.0,84.27600000000001,2.6179,12.92,47.62,554.25,1.6,0
2994,2025-01-03 09:53:00,BLM_02,3016.0,71.718,4.2482,14.52,49.04,621.83,1.9,0
2995,2025-01-03 09:54:00,BLM_01,3262.0,57.29,4.1285,11.71,44.9,581.94,1.87,0
2996,2025-01-03 09:55:00,BLM_03,3257.0,69.302,3.2188,11.27,47.49,638.69,2.11,0
2997,2025-01-03 09:56:00,BLM_01,3003.0,77.944,3.5290999999999997,12.77,46.97,536.18,2.02,0
2998,2025-01-03 09:57:00,BLM_01,3178.0,64.506,3.3494,7.36,49.8,517.52,1.69,0
2999,2025-01-03 09:58:00,BLM_02,2960.0,77.718,3.0297,13.28,48.19,570.64,2.11,0
3000,2025-01-03 09:59:00,BLM_02,2912.0,64.02000000000001,2.9299999999999997,10.45,46.89,633.63,1.94,0
3001,2025-01-03 10:00:00,BLM_02,2782.0,80.362,4.3903,15.02,51.04,499.65,2.01,0
3002,2025-01-03 10:01:00,BLM_02,3130.0,66.994,3.2805999999999997,13.42,46.68,613.01,2.0,0
3003,2025-01-03 10:02:00,BLM_03,3149.0,68.54599999999999,2.8609,13.65,46.0,571.38,1.74,0
3004,2025-01-03 10:03:00,BLM_03,2898.0,68.028,3.7812,13.69,49.47,530.14,2.05,0
3005,2025-01-03 10:04:00,BLM_03,3048.0,75.19000000000001,3.7015,11.17,46.81,617.65,1.89,0
3006,2025-01-03 10:05:00,BLM_02,3477.0,83.922,2.3617999999999997,11.53,48.16,496.02,2.03,0
3007,2025-01-03 10:06:00,BLM_02,3206.0,71.11399999999999,2.9520999999999997,8.95,52.33,580.04,2.17,0
3008,2025-01-03 10:07:00,BLM_02,2838.0,70.936,2.2124,14.69,46.78,541.65,1.78,0
3009,2025-01-03 10:08:00,BLM_03,3180.0,67.008,5.1927,9.68,45.58,600.29,2.06,1
3010,2025-01-03 10:09:00,BLM_02,2839.0,59.629999999999995,3.153,11.97,47.46,565.07,1.71,0
3011,2025-01-03 10:10:00,BLM_01,2479.0,67.712,2.9333,14.21,47.23,599.37,1.68,0
3012,2025-01-03 10:11:00,BLM_01,2996.0,62.214,3.0536,14.76,49.92,552.17,1.8,0
3013,2025-01-03 10:12:00,BLM_02,3281.0,57.816,2.8739,11.55,44.58,530.43,1.8,0
3014,2025-01-03 10:13:00,BLM_01,3252.0,70.488,3.2742,8.93,54.72,546.36,1.92,0
3015,2025-01-03 10:14:00,BLM_01,3068.0,67.23,4.2645,12.42,46.2,558.23,1.52,0
3016,2025-01-03 10:15:00,BLM_03,2902.0,80.672,3.4747999999999997,12.6,49.31,565.86,1.94,0
3017,2025-01-03 10:16:00,BLM_02,3088.0,65.044,2.4351000000000003,12.76,50.34,580.71,1.76,0
3018,2025-01-03 10:17:00,BLM_02,2952.0,75.726,2.6054,11.45,48.48,550.74,1.33,0
3019,2025-01-03 10:18:00,BLM_03,2908.0,75.598,3.5257,11.75,49.55,580.58,1.9,0
3020,2025-01-03 10:19:00,BLM_01,3191.0,80.4,2.8259999999999996,10.75,48.18,649.85,2.15,0
3021,2025-01-03 10:20:00,BLM_01,2905.0,69.752,3.2763,12.29,49.58,517.42,2.07,0
3022,2025-01-03 10:21:00,BLM_02,3203.0,80.274,5.2566,13.44,46.94,595.21,1.8,1
3023,2025-01-03 10:22:00,BLM_01,2893.0,74.97600000000001,2.7069,12.47,46.37,519.36,1.69,0
3024,2025-01-03 10:23:00,BLM_03,3371.0,79.018,2.3971999999999998,11.92,43.55,507.54,2.02,0
3025,2025-01-03 10:24:00,BLM_03,2705.0,87.81,2.8875,14.02,49.09,614.6,1.69,1
3026,2025-01-03 10:25:00,BLM_02,2828.0,70.19200000000001,2.1478,12.46,47.14,509.47,1.79,0
3027,2025-01-03 10:26:00,BLM_03,2972.0,72.254,4.3081,12.06,48.94,548.86,2.44,0
3028,2025-01-03 10:27:00,BLM_03,2643.0,68.526,2.5984,12.14,47.21,513.99,2.17,0
3029,2025-01-03 10:28:00,BLM_02,2537.0,81.858,2.7287,9.82,51.1,658.82,1.76,0
3030,2025-01-03 10:29:00,BLM_03,2644.0,89.29,2.479,10.04,47.59,548.73,1.97,1
3031,2025-01-03 10:30:00,BLM_03,2947.0,76.202,2.2293000000000003,11.78,46.45,500.47,2.2,0
3032,2025-01-03 10:31:00,BLM_03,2952.0,59.794,3.3696,10.67,47.0,510.94,1.92,0
3033,2025-01-03 10:32:00,BLM_01,3060.0,64.886,2.8799,11.92,49.25,645.47,1.53,0
3034,2025-01-03 10:33:00,BLM_02,2965.0,79.188,2.1502,13.54,55.3,540.36,1.89,0
3035,2025-01-03 10:34:00,BLM_02,3054.0,63.06,3.1505,13.27,51.43,546.32,1.74,0
3036,2025-01-03 10:35:00,BLM_02,2919.0,66.872,3.6708,12.71,44.98,616.8,1.75,0
3037,2025-01-03 10:36:00,BLM_01,3129.0,66.624,3.1010999999999997,13.52,48.59,607.31,1.63,0
3038,2025-01-03 10:37:00,BLM_01,3107.0,70.536,3.8314,13.85,46.04,510.48,1.53,0
3039,2025-01-03 10:38:00,BLM_02,2941.0,72.878,4.6017,13.79,47.02,514.2,1.66,1
3040,2025-01-03 10:39:00,BLM_01,3096.0,57.85,3.9819999999999998,13.75,47.24,525.12,1.99,0
3041,2025-01-03 10:40:00,BLM_02,2966.0,60.392,3.5622999999999996,9.84,47.78,535.28,2.05,0
3042,2025-01-03 10:41:00,BLM_01,2726.0,60.554,3.9825999999999997,8.6,50.2,587.45,2.33,0
3043,2025-01-03 10:42:00,BLM_03,3163.0,61.396,4.972899999999999,10.6,47.35,546.09,1.68,1
3044,2025-01-03 10:43:00,BLM_03,2837.0,71.198,2.4032,11.18,48.42,536.22,1.61,0
3045,2025-01-03 10:44:00,BLM_02,3161.0,72.45,3.8535,13.67,47.98,550.23,2.02,0
3046,2025-01-03 10:45:00,BLM_01,3058.0,78.182,2.7138,11.83,46.25,524.56,1.43,0
3047,2025-01-03 10:46:00,BLM_01,2985.0,74.97399999999999,3.5841000000000003,11.14,46.65,620.01,1.3,0
3048,2025-01-03 10:47:00,BLM_03,2662.0,67.016,2.4844,12.29,46.48,518.64,2.01,0
3049,2025-01-03 10:48:00,BLM_03,3277.0,72.708,3.9447,12.96,49.66,551.2,1.57,0
3050,2025-01-03 10:49:00,BLM_01,2935.0,78.47999999999999,3.615,13.4,47.07,577.79,1.63,0
3051,2025-01-03 10:50:00,BLM_01,3114.0,69.512,4.4653,11.26,52.42,580.37,1.96,0
3052,2025-01-03 10:51:00,BLM_01,2979.0,68.934,3.2256,10.28,46.04,532.49,1.82,0
3053,2025-01-03 10:52:00,BLM_01,2951.0,64.496,3.2059,10.6,46.04,599.34,1.74,0
3054,2025-01-03 10:53:00,BLM_01,3035.0,65.478,3.2062,12.22,45.33,646.44,1.48,0
3055,2025-01-03 10:54:00,BLM_01,3005.0,75.91,5.1365,10.11,47.73,631.1,1.67,1
3056,2025-01-03 10:55:00,BLM_02,2952.0,71.082,3.8568,13.71,46.65,438.4,1.68,0
3057,2025-01-03 10:56:00,BLM_01,2990.0,84.824,4.3571,10.12,47.12,546.25,1.7,0
3058,2025-01-03 10:57:00,BLM_03,3077.0,66.376,3.9273999999999996,9.2,50.56,520.22,1.95,0
3059,2025-01-03 10:58:00,BLM_02,3090.0,76.448,4.0377,12.28,47.58,575.03,1.88,0
3060,2025-01-03 10:59:00,BLM_01,3008.0,73.82000000000001,2.388,11.5,47.06,597.35,1.75,0
3061,2025-01-03 11:00:00,BLM_03,3112.0,70.492,3.0282999999999998,12.85,48.71,498.28,1.83,0
3062,2025-01-03 11:01:00,BLM_02,2924.0,68.074,2.9886,11.1,48.47,589.06,2.25,0
3063,2025-01-03 11:02:00,BLM_03,3400.0,75.32600000000001,3.4589,12.73,49.88,548.81,1.89,0
3064,2025-01-03 11:03:00,BLM_01,3267.0,74.928,3.3492,13.81,50.09,538.19,2.17,0
3065,2025-01-03 11:04:00,BLM_01,3137.0,72.53999999999999,2.2895000000000003,10.88,49.13,573.79,1.66,0
3066,2025-01-03 11:05:00,BLM_01,2651.0,74.11200000000001,3.4497999999999998,12.92,50.34,543.46,1.75,0
3067,2025-01-03 11:06:00,BLM_01,3109.0,71.394,2.0101,15.23,46.3,600.98,1.72,0
3068,2025-01-03 11:07:00,BLM_02,2939.0,59.646,3.9604,13.39,47.7,532.28,1.9,0
3069,2025-01-03 11:08:00,BLM_02,2824.0,71.72800000000001,3.4907,10.57,48.31,610.0,1.92,0
3070,2025-01-03 11:09:00,BLM_03,2935.0,69.25999999999999,4.291,12.6,48.22,549.05,1.94,0
3071,2025-01-03 11:10:00,BLM_01,2844.0,84.762,3.5713,9.66,55.7,443.02,1.22,0
3072,2025-01-03 11:11:00,BLM_03,3091.0,75.57400000000001,3.1016000000000004,9.92,50.74,513.86,1.58,0
3073,2025-01-03 11:12:00,BLM_02,3291.0,72.556,2.3219,14.69,50.65,545.3,1.87,0
3074,2025-01-03 11:13:00,BLM_01,3149.0,74.38799999999999,3.1422000000000003,12.73,47.28,566.63,2.27,0
3075,2025-01-03 11:14:00,BLM_01,3497.0,63.99,2.8725,14.77,47.83,545.56,1.67,0
3076,2025-01-03 11:15:00,BLM_02,2720.0,66.88199999999999,3.6828,12.77,49.91,518.63,2.36,0
3077,2025-01-03 11:16:00,BLM_02,2909.0,68.814,3.1330999999999998,11.02,51.76,630.14,1.47,0
3078,2025-01-03 11:17:00,BLM_02,2830.0,73.876,3.8434,12.08,45.86,613.19,1.86,0
3079,2025-01-03 11:18:00,BLM_02,3221.0,68.118,4.3737,12.48,46.82,495.68,1.76,0
3080,2025-01-03 11:19:00,BLM_02,2960.0,67.65,2.434,15.98,47.5,512.1,1.68,0
3081,2025-01-03 11:20:00,BLM_01,3034.0,63.682,3.4242999999999997,13.27,48.65,564.36,2.03,0
3082,2025-01-03 11:21:00,BLM_02,3114.0,71.34400000000001,3.3946,10.66,49.93,543.15,1.78,0
3083,2025-01-03 11:22:00,BLM_01,2738.0,72.326,3.6449000000000003,11.65,49.79,426.84,1.42,0
3084,2025-01-03 11:23:00,BLM_01,2888.0,74.168,3.9052,12.85,49.14,517.65,1.31,0
3085,2025-01-03 11:24:00,BLM_02,3180.0,66.3,4.5355,10.04,46.1,582.99,1.53,1
3086,2025-01-03 11:25:00,BLM_02,2901.0,73.77199999999999,2.6458,11.97,47.57,555.05,1.96,0
3087,2025-01-03 11:26:00,BLM_01,2692.0,63.894,2.3261,11.63,44.66,508.1,1.75,0
3088,2025-01-03 11:27:00,BLM_02,2838.0,69.646,3.5564,12.87,50.45,524.84,2.06,0
3089,2025-01-03 11:28:00,BLM_02,2948.0,73.288,3.7367,11.82,48.08,539.95,1.76,0
3090,2025-01-03 11:29:00,BLM_02,3030.0,69.37,3.927,9.48,45.09,665.23,1.87,0
3091,2025-01-03 11:30:00,BLM_03,2987.0,60.252,2.8973,11.92,53.88,551.63,2.18,0
3092,2025-01-03 11:31:00,BLM_01,2889.0,61.083999999999996,2.3276,13.38,41.63,517.46,1.75,0
3093,2025-01-03 11:32:00,BLM_03,3169.0,72.73599999999999,4.2779,14.6,47.84,631.14,2.29,0
3094,2025-01-03 11:33:00,BLM_02,2977.0,75.248,3.7882,13.73,51.29,576.09,1.97,0
3095,2025-01-03 11:34:00,BLM_03,3038.0,73.57,3.1585,9.13,46.79,513.76,1.56,0
3096,2025-01-03 11:35:00,BLM_02,2899.0,75.422,1.9287999999999998,9.59,48.41,550.87,1.5,0
3097,2025-01-03 11:36:00,BLM_03,3272.0,69.234,2.9591,10.1,49.2,541.38,1.44,0
3098,2025-01-03 11:37:00,BLM_02,2930.0,76.366,3.9194000000000004,14.71,42.28,574.69,1.81,0
3099,2025-01-03 11:38:00,BLM_03,3013.0,73.548,3.7297,12.89,45.28,493.42,1.39,0
3100,2025-01-03 11:39:00,BLM_03,3186.0,66.72,2.4699999999999998,16.75,47.85,496.38,2.24,1
3101,2025-01-03 11:40:00,BLM_03,3050.0,74.80199999999999,3.8603,14.31,47.79,538.43,2.36,0
3102,2025-01-03 11:41:00,BLM_01,3046.0,73.27399999999999,3.3705999999999996,12.17,44.63,510.39,1.4,0
3103,2025-01-03 11:42:00,BLM_03,2645.0,82.916,4.3209,11.18,47.95,595.77,1.86,0
3104,2025-01-03 11:43:00,BLM_01,3123.0,80.868,2.9412,12.67,49.34,503.72,1.31,0
3105,2025-01-03 11:44:00,BLM_02,3010.0,70.55999999999999,3.0015,13.51,51.22,658.34,1.98,0
3106,2025-01-03 11:45:00,BLM_03,3097.0,68.292,3.5118,14.18,48.52,543.17,2.04,0
